,ID,Airports,Periods,TotalFlights_3,TotalPassengers_12,EuropeTotal_22,Africa_26,America_32,Asia_36,Oceania_40,OtherUnknown_41,TotalCargo_43,TotalUnloadedCargo_46,TotalLoadedCargo_49,TotalMail_74,TotalUnloadedMail_77,TotalLoadedMail_80,Passengers_flight
728,949,Rotterdam The Hague,2007MM05,1708,112235,112235,0,0,0,0,0,2,0,2,0,0,0,"65,71135831"
729,950,Rotterdam The Hague,2007MM06,1679,104900,104900,0,0,0,0,0,0,0,0,0,0,0,"62,47766528"
730,952,Rotterdam The Hague,2007MM07,1641,109236,109236,0,0,0,0,0,0,0,0,0,0,0,"66,56672761"
731,953,Rotterdam The Hague,2007MM08,1561,105835,105835,0,0,0,0,0,0,0,0,0,0,0,"67,79948751"
732,954,Rotterdam The Hague,2007MM09,1685,107548,107548,0,0,0,0,0,13,0,13,0,0,0,"63,82670623"
733,956,Rotterdam The Hague,2007MM10,1667,102419,102419,0,0,0,0,0,0,0,0,0,0,0,"61,43911218"
734,957,Rotterdam The Hague,2007MM11,1458,66496,66402,94,0,0,0,0,0,0,0,0,0,0,"45,60768176"
735,958,Rotterdam The Hague,2007MM12,1213,61030,61030,0,0,0,0,0,0,0,0,0,0,0,"50,31327288"
736,960,Rotterdam The Hague,2007JJ00,18555,1060044,1059912,132,0,0,0,0,18,0,17,0,0,0,"57,12983023"
737,961,Rotterdam The Hague,2008MM01,1383,67319,67319,0,0,0,0,0,0,0,0,0,0,0,"48,67606652"
738,962,Rotterdam The Hague,2008MM02,1427,67179,67179,0,0,0,0,0,1,0,1,0,0,0,"47,07708479"
739,963,Rotterdam The Hague,2008MM03,1574,82743,82643,100,0,0,0,0,0,0,0,0,0,0,"52,56861499"
740,965,Rotterdam The Hague,2008MM04,1595,78914,78825,0,89,0,0,0,1,0,1,0,0,0,"49,47586207"
741,966,Rotterdam The Hague,2008MM05,1497,95425,95425,0,0,0,0,0,0,0,0,0,0,0,"63,74415498"
742,967,Rotterdam The Hague,2008MM06,1708,100881,100881,0,0,0,0,0,0,0,0,0,0,0,"59,06381733"
743,969,Rotterdam The Hague,2008MM07,1595,104303,104303,0,0,0,0,0,0,0,0,0,0,0,"65,39373041"
